Date,Adj Close,Close,High,Low,Open,Volume
2020-02-18,656.4458618164062,670.8458862304688,674.7318115234375,666.2742309570312,674.7318115234375,11127161
2020-02-19,672.7296142578125,687.4867553710938,688.6982421875,674.3660888671875,676.3090209960938,14084409
2020-02-20,664.7443237304688,679.3263549804688,689.4068603515625,678.3434448242188,684.3780517578125,16892268
2020-02-24,646.40283203125,660.58251953125,675.2346801757812,658.1138305664062,671.9202270507812,21370214
2020-02-25,633.6309814453125,647.5304565429688,663.53125,644.6045532226562,663.53125,27745062
2020-02-26,622.7155151367188,636.3755493164062,645.6788940429688,634.249755859375,644.6045532226562,29362748
2020-02-27,620.1432495117188,633.7468872070312,637.198486328125,625.8607177734375,634.546875,25054993
2020-02-28,594.3756713867188,607.4140625,620.374755859375,605.7454223632812,619.4146728515625,39315769
2020-03-02,588.7838134765625,601.6995239257812,625.8607177734375,594.8191528320312,619.506103515625,29500495
2020-03-03,600.7280883789062,613.9058227539062,618.95751953125,604.3739013671875,607.8941040039062,27398798
2020-03-04,599.3189697265625,612.4657592773438,618.9118041992188,597.9278564453125,618.0889282226562,22105261
2020-03-05,586.5469970703125,599.4136962890625,620.80908203125,597.0592651367188,618.1803588867188,30510390
2020-03-06,568.5857543945312,581.0584106445312,588.8988647460938,567.38916015625,580.6012573242188,33734039
2020-03-09,498.41845703125,509.3518981933594,567.3434448242188,500.59716796875,566.9091186523438,88187018
2020-03-11,516.0441284179688,527.3642578125,538.7476806640625,506.5403137207031,506.5403137207031,59578576
2020-03-12,475.5363464355469,485.96783447265625,503.34014892578125,479.43035888671875,496.0255126953125,55970485
2020-03-13,494.4593505859375,505.30596923828125,521.1696166992188,430.8335876464844,456.25201416015625,73297403
2020-03-16,454.3765563964844,464.3438720703125,493.6025085449219,459.4521789550781,484.8477783203125,38482258
2020-03-17,450.93194580078125,460.8236999511719,484.5963439941406,458.6293029785156,478.7674560546875,45445979
2020-03-18,433.261474609375,442.765625,473.5786437988281,439.3368835449219,468.732666015625,44730415
2020-03-19,410.53594970703125,419.54156494140625,442.0798645019531,407.8838195800781,420.6387634277344,61404010
2020-03-20,455.383056640625,465.37249755859375,473.1214599609375,425.1647033691406,429.5077819824219,63360475
2020-03-23,395.4825134277344,404.1579284667969,434.30804443359375,400.3177185058594,418.8558044433594,40670949
2020-03-24,422.03289794921875,431.2907409667969,443.45135498046875,409.5296325683594,425.1647033691406,45734887
2020-03-25,484.1478576660156,494.7682800292969,526.4498901367188,440.3655090332031,440.616943359375,73130298
2020-03-26,476.9678039550781,487.4307556152344,510.6091003417969,476.52734375,500.962890625,45744488
2020-03-27,476.6994323730469,487.1564636230469,506.2203063964844,478.2874450683594,500.59716796875,41657940
2020-03-30,460.97503662109375,471.0870666503906,491.3623962402344,466.3096923828125,475.7273254394531,30229866
2020-03-31,498.2395324707031,509.1690368652344,516.5065307617188,479.1103515625,490.97381591796875,44292810
2020-04-01,483.3426818847656,493.9454040527344,514.1292724609375,477.8302917480469,513.054931640625,41597459
2020-04-03,482.0005798339844,492.5738830566406,518.6323852539062,482.9048156738281,518.6323852539062,41367807
2020-04-07,539.5526733398438,551.3883666992188,554.9999389648438,502.88299560546875,503.8430480957031,54373624
2020-04-08,533.3119506835938,545.0108642578125,561.8574829101562,530.31298828125,539.456298828125,49880330
2020-04-09,545.7483520507812,557.7200927734375,563.5946655273438,545.3994750976562,554.9999389648438,33032857
2020-04-13,531.9699096679688,543.639404296875,555.4571533203125,539.456298828125,550.4054565429688,23673784
2020-04-15,514.388916015625,525.6727294921875,565.0576171875,522.5411376953125,547.2509765625,35321842
2020-04-16,522.53076171875,533.9931640625,542.8621826171875,523.4555053710938,525.6727294921875,37455706
2020-04-17,547.5601806640625,559.5715942382812,562.3146362304688,545.2394409179688,555.914306640625,33269335
2020-04-20,556.4178466796875,568.62353515625,574.6580810546875,549.5139770507812,560.4859619140625,36030932
2020-04-21,553.5323486328125,565.6748046875,572.3722534179688,532.1416625976562,553.1712646484375,61371628
2020-04-22,610.0106811523438,623.3920288085938,633.1296997070312,594.3162841796875,603.4595947265625,142683366
2020-04-23,613.2763671875,626.7293701171875,633.5640258789062,618.6832275390625,625.1064453125,65464502
2020-04-24,633.8993530273438,647.8047485351562,683.4408569335938,615.89453125,617.2431640625,134986308
2020-04-27,639.6030883789062,653.6336059570312,674.3203735351562,650.5477294921875,655.5765380859375,58482901
2020-04-28,638.8873291015625,652.9021606445312,665.3827514648438,636.4441528320312,662.8912353515625,78453401
2020-04-29,638.3505249023438,652.353515625,664.5598754882812,649.1762084960938,660.5596923828125,37494672
2020-04-30,655.819580078125,670.2058715820312,683.4408569335938,657.4281005859375,664.697021484375,71345899
2020-05-04,642.0411987304688,656.1251831054688,669.7487182617188,648.0104370117188,658.319580078125,53456868
2020-05-05,653.4263305664062,667.760009765625,676.1490478515625,661.6111450195312,664.582763671875,44903763
2020-05-06,653.4711303710938,667.8057861328125,678.8692016601562,660.833984375,669.2915649414062,40489094
2020-05-07,674.1387939453125,688.9268188476562,691.9898681640625,660.6054077148438,665.1770629882812,50026966
2020-05-08,698.6761474609375,714.00244140625,722.277099609375,702.7103881835938,706.322021484375,84262770
2020-05-11,705.3863525390625,720.8599243164062,738.3236694335938,718.8026733398438,722.3228149414062,67085063
2020-05-12,661.7470703125,676.2633056640625,716.9968872070312,669.7487182617188,715.3739013671875,100683202
2020-05-13,675.787109375,690.6114501953125,704.7102661132812,671.020751953125,704.7102661132812,66430125
2020-05-14,648.4657592773438,662.690673828125,690.726806640625,659.9678344726562,677.9432373046875,49266771
2020-05-15,659.0556640625,673.5128784179688,676.8818359375,653.0684204101562,666.40576171875,62152260
2020-05-18,650.6334228515625,664.9058837890625,683.9427490234375,659.0217895507812,678.40478515625,62796089
2020-05-19,636.2501831054688,650.2070922851562,674.5743408203125,647.5996704101562,672.4052734375,42315854
2020-05-20,647.44970703125,661.65234375,667.7210693359375,642.8692626953125,650.7147827148438,55320985
2020-05-21,650.8591918945312,665.1366577148438,674.4589233398438,657.6372680664062,662.2522583007812,39167981
2020-05-22,646.478759765625,660.6600952148438,672.8667602539062,658.3295288085938,670.0054931640625,37828973
2020-05-26,643.091796875,657.1988525390625,669.0363159179688,653.6221923828125,668.3209838867188,33216635
2020-05-27,652.8010864257812,667.12109375,671.020751953125,651.6377563476562,660.40625,35667956
2020-05-28,664.858642578125,679.443115234375,682.9043579101562,668.7132568359375,671.4822387695312,40126278
2020-05-29,661.3135986328125,675.8203735351562,679.3277587890625,670.3977661132812,677.4817504882812,40022527
2020-06-01,686.580322265625,701.6412963867188,709.9483032226562,681.1506958007812,683.019775390625,39943702
2020-06-02,693.51220703125,708.7252807617188,710.7097778320312,701.8489379882812,704.248779296875,22153960
2020-06-03,696.1992797851562,711.4712524414062,719.9397583007812,707.6407470703125,713.0172729492188,25381289
2020-06-04,713.4274291992188,729.0774536132812,733.5540161132812,711.1712646484375,712.5557250976562,34202350
2020-06-05,714.2855224609375,729.9542846679688,746.7067260742188,726.2622680664062,736.0922241210938,33076685
2020-06-08,708.7760620117188,724.323974609375,746.891357421875,722.2472534179688,746.891357421875,31414953
2020-06-09,694.1670532226562,709.3944702148438,730.5542602539062,707.479248046875,720.0781860351562,25857161
2020-06-10,709.972900390625,725.5469970703125,728.9620971679688,710.7328491210938,712.140380859375,22132647
2020-06-11,694.4154663085938,709.6483154296875,723.608642578125,706.5562744140625,722.708740234375,20385805
2020-06-12,717.491943359375,733.23095703125,735.1692504882812,690.865234375,692.249755859375,38548899
2020-06-15,729.1204223632812,745.1145629882812,750.837158203125,720.4473876953125,722.2472534179688,53107403
2020-06-16,730.5428466796875,746.5682983398438,760.8055419921875,731.6156616210938,758.2442626953125,51187003
2020-06-17,729.481689453125,745.4837646484375,754.7598876953125,739.368896484375,742.2070922851562,41782053
2020-06-18,747.7938232421875,764.1975708007812,768.397216796875,740.984130859375,741.6302490234375,40471557
2020-06-19,794.5337524414062,811.9628295898438,825.5308837890625,767.0127563476562,770.7047119140625,105804173
2020-06-22,788.5501098632812,805.8479614257812,832.6380004882812,800.7022094726562,818.423828125,60198705
2020-06-23,777.1473999023438,794.195068359375,813.9703369140625,791.9798583984375,807.6246948242188,37962078
2020-06-24,780.285888671875,797.4024658203125,818.1007690429688,789.9492797851562,801.1175537109375,51586221
2020-06-25,775.7926025390625,792.810546875,807.1632080078125,790.572265625,797.0101928710938,39679374
2020-06-26,786.5179443359375,803.7711791992188,808.5477294921875,792.3952026367188,797.8409423828125,30921913
2020-06-29,778.1634521484375,795.2334594726562,802.8943481445312,791.72607421875,797.4948120117188,25621946
2020-06-30,769.5606079101562,786.44189453125,803.47119140625,782.4960327148438,801.625244140625,30276420
2020-07-01,784.6889038085938,801.902099609375,807.1632080078125,788.2647705078125,793.7797241210938,28464103
2020-07-02,798.19775390625,812.4012451171875,815.7471313476562,800.7252807617188,804.3942260742188,28789533
2020-07-03,810.689697265625,825.1155395507812,827.46923828125,815.9317016601562,821.3773803710938,29434266
2020-07-06,839.6640625,854.6054077148438,857.4666748046875,827.0538330078125,833.0072021484375,47016185
2020-07-07,826.8092041015625,841.5218505859375,860.397216796875,833.607177734375,858.3897094726562,35189589
2020-07-08,815.2694702148438,829.7767333984375,846.8291015625,826.084716796875,841.7987670898438,26204095
2020-07-09,827.1719360351562,841.8910522460938,846.8521728515625,824.3540649414062,834.8532104492188,36418942
2020-07-10,851.5665893554688,866.7197875976562,869.7426147460938,841.8910522460938,843.8524780273438,43759967
2020-07-13,877.3895263671875,893.002197265625,898.8632202148438,876.8496704101562,878.3956909179688,69608392
2020-07-14,869.227783203125,884.6951904296875,896.09423828125,870.9886474609375,892.5407104492188,67331128
2020-07-15,836.127197265625,851.0056762695312,913.2158813476562,829.7767333984375,894.3635864257812,139669773
2020-07-16,835.8551025390625,850.7288208007812,862.543212890625,836.4453735351562,852.3901977539062,60961724
2020-07-17,866.8245849609375,882.249267578125,886.0797119140625,848.2366943359375,851.4672241210938,49726765
2020-07-20,870.5426635742188,886.0335083007812,891.61767578125,876.6881713867188,885.0643920898438,36592938
2020-07-21,893.9623413085938,909.8699951171875,912.3851928710938,893.6944580078125,894.8482055664062,42173371
2020-07-22,908.67626953125,924.845703125,927.6146850585938,904.8627319335938,915.1541748046875,59771457
2020-07-23,933.0708618164062,949.6743774414062,959.7811889648438,919.0076904296875,924.8225708007812,58333751
2020-07-24,973.1315307617188,990.4478759765625,998.22412109375,949.6743774414062,949.7666625976562,120597372
2020-07-27,977.6885375976562,995.0859375,1014.745849609375,982.0255126953125,1005.515869140625,80304827
2020-07-28,987.437255859375,1005.0081787109375,1012.5306396484375,992.5245971679688,995.0859375,55114422
2020-07-29,950.6866455078125,967.6036376953125,1007.36181640625,955.5123291015625,1005.1005249023438,72663399
2020-07-30,956.218505859375,973.2339477539062,987.47119140625,956.2276611328125,968.6881713867188,72857444
2020-07-31,937.2877807617188,953.96630859375,982.5331420898438,947.3668823242188,975.8414306640625,74958061
2020-08-03,910.9434204101562,927.1531982421875,949.30517578125,924.4302978515625,946.6746215820312,46715383
2020-08-04,975.1492309570312,992.5015258789062,1000.0701293945312,923.1150512695312,932.506591796875,92041055
2020-08-05,964.1987915039062,981.3563232421875,1013.45361328125,977.5950927734375,1000.9931640625,74549993
2020-08-06,967.6676635742188,984.8867797851562,1000.3931884765625,972.7493286132812,995.4551391601562,49322975
2020-08-07,973.2675170898438,990.5863037109375,995.8243408203125,978.4719848632812,982.90234375,32984416
2020-08-10,961.2062377929688,978.3104248046875,999.1471557617188,972.8878173828125,996.42431640625,26958997
2020-08-11,967.5316162109375,984.7483520507812,996.8396606445312,969.3111572265625,985.2098388671875,46828306
2020-08-12,964.7202758789062,981.8870239257812,989.9171752929688,972.287841796875,978.8411254882812,30264617
2020-08-13,962.2037963867188,979.3257446289062,987.1019897460938,973.7646484375,982.0716552734375,24830322
2020-08-14,958.4629516601562,975.5183715820312,995.4551391601562,964.1885375976562,979.5564575195312,33224635
2020-08-17,948.2835083007812,965.15771484375,971.4571533203125,955.350830078125,971.4571533203125,30979066
2020-08-18,960.6167602539062,977.7105102539062,984.9791259765625,961.0042114257812,962.2271728515625,30547672
2020-08-19,966.5113525390625,983.7099609375,994.0706787109375,979.002685546875,988.0711669921875,34087543
2020-08-20,950.8679809570312,967.7882080078125,980.1795043945312,963.6116333007812,978.379638671875,22537845
2020-08-21,943.9758911132812,960.7734375,979.3026733398438,958.53515625,977.4566650390625,25280895
2020-08-24,950.278564453125,967.1882934570312,971.2263793945312,955.535400390625,965.1807861328125,32717218
2020-08-25,944.0892333984375,960.8887939453125,974.3646240234375,958.9966430664062,971.9186401367188,19388008
2020-08-26,969.1185913085938,986.3635864257812,991.278564453125,944.690185546875,962.2271728515625,59870421
2020-08-27,957.0120239257812,974.0415649414062,992.2246704101562,970.6495361328125,991.3016357421875,28085062
2020-08-28,959.528564453125,976.6029052734375,984.3330078125,972.0340576171875,978.379638671875,27166900
2020-08-31,943.4544677734375,960.2427368164062,1003.3006591796875,950.8511962890625,1003.3006591796875,62076132
2020-09-01,946.4244384765625,963.2655639648438,979.4872436523438,951.7972412109375,969.149658203125,38616258
2020-09-02,964.9923706054688,982.1639404296875,986.6866455078125,962.2271728515625,965.4576416015625,26949439
2020-09-03,957.6921997070312,974.7338256835938,987.0327758789062,970.5341796875,982.0716552734375,18586429
2020-09-04,941.8900756835938,958.6505126953125,967.7420654296875,956.3199462890625,961.5579833984375,28475945
2020-09-07,944.3386840820312,961.1426391601562,971.8032836914062,943.4210205078125,961.7656860351562,21926473
2020-09-08,955.4249877929688,972.4263305664062,978.8411254882812,960.150390625,965.4576416015625,27397082
2020-09-09,980.0236206054688,997.462646484375,1000.4393310546875,960.5888061523438,962.2271728515625,55310877
2020-09-10,1049.2398681640625,1067.91064453125,1082.194091796875,1003.9236450195312,1007.5003051757812,140304404
2020-09-11,1051.84716796875,1070.564208984375,1078.9173583984375,1055.496337890625,1066.9876708984375,59470807
2020-09-14,1044.0482177734375,1062.62646484375,1089.1396484375,1053.142578125,1072.9871826171875,44063445
2020-09-15,1051.439208984375,1070.14892578125,1073.333251953125,1055.9808349609375,1066.964599609375,27178393
2020-09-16,1054.0235595703125,1072.7794189453125,1093.45458984375,1066.3184814453125,1070.6795654296875,33952295
2020-09-17,1042.3251953125,1060.872802734375,1077.002197265625,1057.6883544921875,1070.6795654296875,25828669
2020-09-18,1045.4764404296875,1064.0802001953125,1070.42578125,1050.62744140625,1068.0260009765625,33074915
2020-09-21,1022.8729858398438,1041.074462890625,1078.0635986328125,1037.151611328125,1061.4495849609375,33627381
2020-09-22,1002.6045532226562,1020.4453735351562,1050.8350830078125,1016.0149536132812,1050.8350830078125,34792254
2020-09-23,1011.514404296875,1029.5137939453125,1050.7197265625,1017.74560546875,1042.9896240234375,42988708
2020-09-24,989.0243530273438,1006.6234741210938,1027.298583984375,1004.2467041015625,1018.9454956054688,29826318
2020-09-25,998.319580078125,1016.0841674804688,1021.2068481445312,1000.2086181640625,1010.22314453125,28374935
2020-09-28,1004.9170532226562,1022.7990112304688,1032.836669921875,1018.55322265625,1027.7601318359375,19666849
2020-09-29,1017.9758911132812,1036.0902099609375,1044.8355712890625,1022.7990112304688,1026.837158203125,25842539
2020-09-30,1013.1241455078125,1031.1522216796875,1046.2200927734375,1026.837158203125,1042.9896240234375,24465159
2020-10-01,1008.9979248046875,1026.9525146484375,1044.7432861328125,1021.7606201171875,1044.7432861328125,20783227
2020-10-05,1003.0806274414062,1020.929931640625,1037.9822998046875,1018.0686645507812,1035.6055908203125,18922799
2020-10-06,1002.2417602539062,1020.076171875,1030.9444580078125,1016.0610961914062,1026.9525146484375,18412175
2020-10-07,1023.6210327148438,1041.8359375,1065.6031494140625,1024.5296630859375,1031.4521484375,53170865
2020-10-08,1015.3458862304688,1033.4134521484375,1046.681640625,1025.498779296875,1042.528076171875,21077808
2020-10-09,1012.716064453125,1030.73681640625,1039.7591552734375,1023.1912841796875,1031.4521484375,18545499
2020-10-12,1014.348388671875,1032.398193359375,1041.0281982421875,1027.4140625,1031.4521484375,14226473
2020-10-13,1034.1407470703125,1052.542724609375,1054.873291015625,1027.2293701171875,1029.4215087890625,23112012
2020-10-14,1037.2239990234375,1055.680908203125,1063.295654296875,1046.912353515625,1051.7120361328125,26742011
2020-10-15,1000.49609375,1018.2993774414062,1056.8345947265625,1012.9921264648438,1056.8345947265625,20036197
2020-10-16,986.5757446289062,1004.13134765625,1030.29833984375,1002.6776123046875,1022.22216796875,21583600
2020-10-19,986.7571411132812,1004.31591796875,1028.544677734375,994.6013793945312,1010.7077026367188,31200385
2020-10-20,977.5524291992188,994.947509765625,1012.0691528320312,993.2630004882812,1005.608154296875,18482288
2020-10-21,963.360107421875,980.5025634765625,1011.607666015625,968.1112670898438,1000.5316772460938,34082321
2020-10-22,955.3569946289062,972.3570556640625,984.1483764648438,964.9961547851562,981.7947387695312,30802210
2020-10-23,958.1229248046875,975.1722412109375,985.3021240234375,967.48828125,971.9186401367188,23422125
2020-10-26,920.057373046875,936.4293212890625,970.049560546875,931.5374145507812,970.049560546875,37324416
2020-10-27,922.505859375,938.9214477539062,950.6204223632812,925.3071899414062,939.1060180664062,36478896
2020-10-28,912.0542602539062,928.2838745117188,949.6282348632812,926.414794921875,942.2903442382812,29924017
2020-10-29,919.059814453125,935.4140014648438,942.3826904296875,918.84619140625,921.6151733398438,30655304
2020-10-30,931.5745239257812,948.1514282226562,953.0433349609375,933.0603637695312,938.4598999023438,34021563
2020-11-02,851.2945556640625,866.44287109375,935.4601440429688,857.9974365234375,935.4601440429688,99366895
2020-11-03,839.0292358398438,853.9592895507812,881.003173828125,846.8983764648438,872.2346801757812,88691623
2020-11-04,867.5046997070312,882.9414672851562,890.2332153320312,847.7752075195312,847.7752075195312,80180117
2020-11-05,886.4581909179688,902.232177734375,904.9780883789062,891.61767578125,902.2091064453125,37205373
2020-11-06,920.0800170898438,936.452392578125,941.4596557617188,912.9158935546875,918.3847045898438,66674086
2020-11-09,929.8514404296875,946.397705078125,954.8431396484375,939.6136474609375,951.6588134765625,35838510
2020-11-10,945.2001953125,962.0194702148438,964.53466796875,942.0134887695312,958.53515625,36934242
2020-11-11,905.5928344726562,921.7074584960938,966.8421630859375,912.892822265625,964.0731811523438,56724780
2020-11-12,897.7938842773438,913.7696533203125,926.8993530273438,906.84716796875,914.231201171875,40046527
2020-11-13,905.2301025390625,921.3382568359375,939.9136352539062,914.5773315429688,914.6926879882812,45388670
2020-11-14,907.9053344726562,924.0610961914062,930.0606079101562,920.8536987304688,929.8760375976562,5226220
2020-11-17,903.8018798828125,919.884521484375,962.2271728515625,916.0771484375,962.2271728515625,46542562
2020-11-18,901.05859375,917.0924682617188,925.9994506835938,904.5858154296875,919.884521484375,30402290
2020-11-19,894.6878051757812,910.6083984375,927.8223266601562,908.323974609375,917.0924682617188,27796343
2020-11-20,861.2926635742188,876.6189575195312,915.5233764648438,874.5421752929688,911.462158203125,57471248
2020-11-23,884.5083618164062,900.2477416992188,909.1546630859375,888.9640502929688,900.3861694335938,45327567
2020-11-24,890.5617065429688,906.4087524414062,911.0006713867188,891.61767578125,906.3856811523438,30936268
2020-11-25,883.193359375,898.9093627929688,919.74609375,896.3250122070312,913.7696533203125,32637879
2020-11-26,885.369873046875,901.1245727539062,906.84716796875,890.7177734375,901.332275390625,25838637
2020-11-27,875.0316162109375,890.6023559570312,902.7398071289062,886.7257690429688,895.5404052734375,47336811
2020-12-01,886.4127807617188,902.18603515625,907.424072265625,890.7177734375,895.47119140625,19750687
2020-12-02,887.886474609375,903.6859130859375,905.4627075195312,893.002197265625,903.847412109375,22188887
2020-12-03,890.5617065429688,906.4087524414062,914.27734375,903.9166259765625,910.0776977539062,27785372
2020-12-04,882.71728515625,898.4248046875,908.6931762695312,895.3096923828125,908.6931762695312,18464552
2020-12-07,887.9091186523438,903.708984375,906.84716796875,895.5866088867188,895.5866088867188,18242188
2020-12-08,904.028564453125,920.1152954101562,929.5760498046875,899.9246826171875,905.0704345703125,43403061
2020-12-09,919.0824584960938,935.4370727539062,938.598388671875,922.653564453125,927.5916137695312,29175254
2020-12-10,910.0365600585938,926.2301635742188,936.1524047851562,923.461181640625,932.9680786132812,16065507
2020-12-11,909.4924926757812,925.6763916015625,940.5366821289062,911.1160278320312,928.9991455078125,26944202
2020-12-14,902.9176635742188,918.984619140625,929.9221801757812,916.7001953125,926.6685791015625,17312747
2020-12-15,895.2319946289062,911.1622314453125,918.2462158203125,905.0473022460938,918.2462158203125,18551265
2020-12-16,896.2294921875,912.177490234375,920.6691284179688,907.1702270507812,917.461669921875,18561011
2020-12-17,900.3331298828125,916.3540649414062,925.3071899414062,912.4544067382812,915.846435546875,20252358
2020-12-18,903.031005859375,919.0999755859375,925.2610473632812,906.84716796875,913.8158569335938,18466344
2020-12-21,879.5205688476562,895.1712036132812,933.1526489257812,856.1975708007812,927.6146850585938,44135540
2020-12-22,878.1603393554688,893.7867431640625,904.0320434570312,871.5193481445312,899.4631958007812,28140001
2020-12-23,881.40234375,897.0864868164062,900.5938720703125,886.379638671875,890.6947021484375,19501410
2020-12-24,904.2099609375,920.2999267578125,922.4458618164062,898.0325317382812,898.5401611328125,20776988
2020-12-28,908.3587646484375,924.5226440429688,931.3067016601562,920.8306274414062,926.0917358398438,17221499
2020-12-29,902.3509521484375,918.4077758789062,928.6761474609375,914.9464721679688,927.1531982421875,18611939
2020-12-30,904.822021484375,920.9229125976562,926.3224487304688,911.7160034179688,920.8075561523438,22043630
2020-12-31,900.1970825195312,916.2156372070312,928.4915161132812,913.1235961914062,919.9999389648438,18781189
2021-01-01,901.1946411132812,917.23095703125,921.6151733398438,914.6926879882812,917.461669921875,10015175
2021-01-04,902.7136840820312,918.7769775390625,922.4920043945312,908.231689453125,920.7383422851562,24513534
2021-01-05,891.4912109375,907.3548583984375,915.4310913085938,902.6936645507812,908.6931762695312,24123091
2021-01-06,867.9807739257812,883.4260864257812,907.3086547851562,879.2264404296875,907.2625122070312,46401468
2021-01-07,866.5750732421875,881.9954223632812,897.6171875,879.2264404296875,886.3104248046875,32325918
2021-01-08,876.800048828125,892.4022216796875,894.5712890625,882.433837890625,885.1566772460938,27540187
2021-01-11,860.2724609375,875.58056640625,894.755859375,873.388427734375,894.755859375,33307825
2021-01-12,887.3876953125,903.1782836914062,904.5396728515625,876.8035278320312,878.2341918945312,41161546
2021-01-13,879.1124877929688,894.755859375,911.4390869140625,885.3643798828125,906.177978515625,26619458
2021-01-14,888.9973754882812,904.8165893554688,907.7240600585938,894.8712768554688,897.6171875,21553242
2021-01-15,878.5004272460938,894.1328735351562,910.9083862304688,886.102783203125,904.8165893554688,20593268
2021-01-18,899.5849609375,915.5925903320312,921.6151733398438,887.625732421875,899.5093383789062,35100458
2021-01-19,914.2987670898438,930.5682983398438,937.30615234375,920.5306396484375,920.5306396484375,32006615
2021-01-20,931.6652221679688,948.2437133789062,949.7666625976562,923.645751953125,932.8757934570312,30924537
2021-01-21,951.9335327148438,968.8727416992188,978.379638671875,957.6121826171875,960.8426513671875,39087742
2021-01-22,929.3527221679688,945.8900756835938,976.2337036132812,939.2213745117188,974.2261352539062,30532660
2021-01-25,880.1100463867188,895.7711791992188,939.1290893554688,891.61767578125,939.1290893554688,54207104
2021-01-27,859.252197265625,874.5421752929688,888.38720703125,871.3117065429688,888.38720703125,42370131
2021-01-28,850.886474609375,866.0275268554688,887.6026611328125,863.0046997070312,867.6889038085938,34067814
2021-01-29,835.1976928710938,850.0596313476562,882.8953247070312,844.544677734375,874.2191162109375,43712383
2021-02-01,859.3882446289062,874.6806640625,879.1571655273438,852.8516845703125,858.11279296875,34180952
2021-02-02,873.2178955078125,888.7564086914062,895.3096923828125,856.0591430664062,883.4260864257812,41470034
2021-02-03,875.4171752929688,890.9946899414062,900.84765625,876.8496704101562,889.91015625,30301696
2021-02-04,872.5377197265625,888.0641479492188,895.3096923828125,879.1571655273438,887.9256591796875,25626981
2021-02-05,872.2883911132812,887.810302734375,897.4556884765625,886.0797119140625,890.7177734375,20248046
2021-02-08,884.848388671875,900.5938720703125,908.6931762695312,890.2562866210938,892.1022338867188,21183400
